Código;Tipo de institución;Nombre de institución;"Acreditación institución 
(Al 30 de octubre 2020)";Área;Nombre carrera genérica;Nombre carrera (del título);% titulados con continuidad de estudios;Retención 1er año; Duración Real (semestres) ;Empleabilidad 1er año;Empleabilidad 2° año;Ingreso promedio al 4° año de titulación
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Educación;Pedagogía en Artes y Música;Pedagogía en Artes Plásticas y Educación Musical;3.4%;86.7%; 12.5 ;67.1%;80.4%;s/i
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Educación;Pedagogía en Ciencias;Pedagogía en Biología, Física, Química y Ciencias Naturales;7.3%;91.4%; s/i ;87.3%;90.3%;De $700 mil a $800 mil
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Educación;Pedagogía en Educación Básica;Pedagogía en Educación Básica ;4.2%;90.9%; 12.0 ;86.9%;87.7%;De $700 mil a $800 mil
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Educación;Pedagogía en Educación de Párvulos;Educación Parvularia;2.9%;85.4%; 11.6 ;65.9%;81.1%;De $600 mil a $700 mil
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Educación;Pedagogía en Educación Diferencial;Pedagogía en Educación Diferencial;0.4%;89.4%; 10.0 ;96.7%;96.0%;De $700 mil a $800 mil
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;13.5%;86.8%; 12.2 ;48.3%;66.8%;De $700 mil a $800 mil
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Educación;Pedagogía en Historia, Geografía y Ciencias Sociales;Pedagogía en Historia y Geografía;6.4%;79.1%; 12.4 ;60.0%;78.1%;De $700 mil a $800 mil
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Educación;Pedagogía en Idiomas;Pedagogía en Inglés;3.7%;79.4%; 12.9 ;70.9%;80.1%;De $700 mil a $800 mil
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Educación;Pedagogía en Lenguaje, Comunicación y/o Castellano;Pedagogía en Castellano ;8.4%;79.8%; 12.6 ;77.1%;89.2%;De $700 mil a $800 mil
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Educación;Pedagogía en Matemáticas y Computación;Pedagogía en Matemática;8.7%;s/i; s/i ;87.3%;98.7%;De $800 mil a $900 mil
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Tecnología;Técnico en Minería y Metalurgia;Técnico en Minería;16.9%;s/i; s/i ;64.4%;n/a;s/i
83;Universidades;Universidad de Playa Ancha de Ciencias de la Educación;5 años;Salud;Terapia Ocupacional;Terapia Ocupacional;0.0%;69.0%; 13.9 ;80.6%;89.3%;De $900 mil a $1 millón
71;Universidades;Universidad de Santiago de Chile;6 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería en Agronegocios y Administración Industrial;2.5%;57.7%; s/i ;69.0%;75.0%;De $1 millón 100 mil a $1 millón 200 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Ciencias Sociales;Administración Pública;Administración Pública;3.6%;87.4%; 13.6 ;74.3%;86.2%;De $1 millón 400 mil a $1 millón 500 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Arte y Arquitectura;Arquitectura;Arquitectura;6.8%;86.9%; s/i ;70.1%;83.8%;De $1 millón a $1 millón 100 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Ciencias Básicas;Bioquímica;Bioquímica;11.8%;68.4%; 13.4 ;86.7%;84.5%;De $900 mil a $1 millón
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Construcción Civil;Construcción Civil;3.8%;s/i; s/i ;94.7%;97.0%;De $1 millón 500 mil a $1 millón 600 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Administración y Comercio;Contador Auditor;Contador Público y Auditor;3.5%;83.6%; 12.3 ;95.0%;96.1%;De $1 millón 500 mil a $1 millón 600 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Diseño Industrial;Tecnólogo en Diseño Industrial;5.6%;78.7%; s/i ;41.4%;53.8%;De $700 mil a $800 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Salud;Enfermería;Enfermería;0.6%;70.7%; s/i ;89.9%;92.1%;De $1 millón 500 mil a $1 millón 600 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería Civil Eléctrica;Ingeniería Civil en Electricidad;2.7%;80.3%; 16.4 ;88.6%;91.5%;De $1 millón 800 mil a $1 millón 900 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería Civil en Computación e Informática;Ingeniería Civil en Informática;2.4%;74.4%; s/i ;95.1%;97.0%;De $1 millón 700 mil a $1 millón 800 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería Civil en Minas;Ingeniería Civil en Minas;2.5%;76.8%; 15.8 ;85.3%;91.5%;Sobre $2 millones 500 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería Civil en Obras Civiles;Ingeniería Civil en Obras Civiles;0.6%;75.3%; 15.0 ;82.9%;90.5%;De $1 millón 500 mil a $1 millón 600 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;1.4%;80.8%; 14.0 ;91.1%;95.2%;De $1 millón 800 mil a $1 millón 900 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería Civil Mecánica;Ingeniería Civil en Mecánica;3.6%;77.3%; 16.6 ;84.7%;89.7%;De $1 millón 700 mil a $1 millón 800 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería Civil Metalúrgica;Ingeniería Civil en Metalurgia;5.9%;70.1%; 17.8 ;78.3%;84.3%;De $1 millón 900 mil a $2 millones
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería Civil Química;Ingeniería Civil en Química;2.2%;76.3%; 14.5 ;60.0%;82.9%;De $1 millón 300 mil a $1 millón 400 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;4.3%;75.6%; 12.1 ;83.6%;88.6%;De $1 millón 600 mil a $1 millón 700 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería en Alimentos;Ingeniería de Alimentos;6.9%;71.1%; s/i ;78.4%;88.7%;De $900 mil a $1 millón
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería en Biotecnología y Bioingeniería;Ingeniería en Biotecnología;4.4%;73.7%; s/i ;76.9%;87.1%;De $900 mil a $1 millón
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería en Computación e Informática;Ingeniería de Ejecución en Computación e Informática;1.9%;66.2%; 11.7 ;95.2%;95.5%;De $1 millón 400 mil a $1 millón 500 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería en Electricidad;Ingeniería de Ejecución en Electricidad;4.1%;71.2%; s/i ;92.6%;91.3%;De $1 millón 600 mil a $1 millón 700 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería en Geomensura y Cartografía;Ingeniería de Ejecución en Geomensura;2.7%;72.7%; s/i ;75.5%;88.7%;De $1 millón a $1 millón 100 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería en Matemática y Estadística;Ingeniería en Matemática y Estadística;9.5%;67.0%; 13.3 ;93.2%;95.1%;De $1 millón 800 mil a $1 millón 900 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería en Medio Ambiente;Ingeniería Ambiental;5.2%;66.7%; s/i ;74.2%;84.6%;s/i
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería en Minas y Metalurgia;Ingeniería de Ejecución en Minas y en Metalurgia;10.7%;55.9%; 13.8 ;73.5%;87.4%;De $1 millón 600 mil a $1 millón 700 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería en Química;Ingeniería de Ejecución en Química;4.8%;71.7%; s/i ;71.6%;80.2%;De $1 millón a $1 millón 100 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Administración y Comercio;Ingeniería en Recursos Humanos;Tecnólogo en Administración de Personal;18.9%;72.0%; 8.6 ;73.6%;74.8%;De $800 mil a $900 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería Industrial;Ingeniería de Ejecución Industrial;15.6%;81.5%; 11.4 ;87.8%;93.0%;De $1 millón 300 mil a $1 millón 400 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Tecnología;Ingeniería Mecánica;Ingeniería de Ejecución en Mecánica;4.5%;68.1%; 14.3 ;83.7%;89.6%;De $1 millón 300 mil a $1 millón 400 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Humanidades;Licenciatura en Letras y Literatura;Licenciatura en Lingüística aplicada a la Traducción;4.4%;76.2%; 12.2 ;56.6%;66.3%;De $700 mil a $800 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Salud;Medicina;Medicina;17.4%;77.8%; 14.9 ;88.8%;86.8%;Sobre $2 millones 500 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Salud;Obstetricia y Puericultura;Obstetricia y Puericultura;0.0%;87.1%; s/i ;93.9%;96.8%;De $1 millón 500 mil a $1 millón 600 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Educación;Pedagogía en Ciencias;Pedagogía en Química y Biología, Física y Matemáticas;5.3%;87.6%; 14.1 ;94.9%;89.7%;De $900 mil a $1 millón
71;Universidades;Universidad de Santiago de Chile;6 años;Educación;Pedagogía en Educación Básica;Pedagogía en Educación General Básica;1.5%;94.3%; s/i ;93.0%;90.8%;De $700 mil a $800 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Educación;Pedagogía en Historia, Geografía y Ciencias Sociales;Pedagogía en Historia y Ciencias Sociales;7.8%;84.9%; s/i ;80.3%;85.3%;De $800 mil a $900 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Educación;Pedagogía en Idiomas;Pedagogía en Inglés;2.5%;71.0%; 11.6 ;83.5%;82.4%;De $700 mil a $800 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Educación;Pedagogía en Lenguaje, Comunicación y/o Castellano;Pedagogía en Castellano ;5.5%;86.2%; 12.7 ;98.8%;93.5%;De $800 mil a $900 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Educación;Pedagogía en Matemáticas y Computación;Pedagogía en Matemática y Computación;6.8%;75.6%; s/i ;93.5%;93.9%;De $900 mil a $1 millón
71;Universidades;Universidad de Santiago de Chile;6 años;Ciencias Sociales;Periodismo;Periodismo;3.2%;73.9%; 11.6 ;65.7%;79.2%;De $900 mil a $1 millón
71;Universidades;Universidad de Santiago de Chile;6 años;Ciencias Sociales;Psicología;Psicología;2.9%;75.7%; 12.0 ;73.5%;86.5%;De $900 mil a $1 millón
71;Universidades;Universidad de Santiago de Chile;6 años;Ciencias Sociales;Publicidad;Publicidad;0.8%;82.8%; 10.8 ;70.1%;76.8%;De $800 mil a $900 mil
71;Universidades;Universidad de Santiago de Chile;6 años;Ciencias Básicas;Técnico en Química (Análisis e Industrial);Técnico Universitario en Análisis Químico y Físico;18.7%;78.7%; 8.6 ;79.1%;83.7%;De $700 mil a $800 mil
78;Universidades;Universidad de Talca;6 años;Agropecuaria;Agronomía;Agronomía;6.3%;89.4%; 14.8 ;68.6%;78.3%;De $1 millón a $1 millón 100 mil
78;Universidades;Universidad de Talca;6 años;Arte y Arquitectura;Arquitectura;Arquitectura;0.8%;89.3%; 18.2 ;78.0%;88.1%;De $1 millón a $1 millón 100 mil
78;Universidades;Universidad de Talca;6 años;Administración y Comercio;Contador Auditor;Contador Público y Auditor, y Auditoría y Control de Gestión;2.5%;88.9%; 13.1 ;90.1%;93.5%;De $1 millón 100 mil a $1 millón 200 mil
78;Universidades;Universidad de Talca;6 años;Arte y Arquitectura;Diseño;Diseño;0.0%;72.1%; s/i ;40.0%;49.0%;s/i
78;Universidades;Universidad de Talca;6 años;Salud;Enfermería;Enfermería;0.7%;92.6%; 11.8 ;62.6%;95.9%;s/i
78;Universidades;Universidad de Talca;6 años;Salud;Fonoaudiología;Fonoaudiología;0.0%;89.7%; 11.4 ;44.7%;68.6%;De $800 mil a $900 mil
78;Universidades;Universidad de Talca;6 años;Tecnología;Ingeniería Civil en Computación e Informática;Ingeniería Civil en Computación;0.0%;71.9%; s/i ;97.9%;94.0%;s/i
78;Universidades;Universidad de Talca;6 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;2.1%;84.2%; 14.4 ;84.6%;95.3%;De $1 millón 400 mil a $1 millón 500 mil
78;Universidades;Universidad de Talca;6 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;6.2%;88.8%; 12.3 ;77.0%;85.4%;De $1 millón 200 mil a $1 millón 300 mil
78;Universidades;Universidad de Talca;6 años;Tecnología;Ingeniería en Computación e Informática;Ingeniería en Informática Empresarial;0.0%;89.7%; 14.3 ;77.6%;85.5%;De $1 millón 200 mil a $1 millón 300 mil
78;Universidades;Universidad de Talca;6 años;Tecnología;Ingeniería en Construcción;Ingeniería en Construcción;6.3%;s/i; s/i ;87.8%;90.2%;De $1 millón 200 mil a $1 millón 300 mil
78;Universidades;Universidad de Talca;6 años;Salud;Kinesiología;Kinesiología;0.7%;90.2%; 11.9 ;40.0%;65.5%;De $900 mil a $1 millón
78;Universidades;Universidad de Talca;6 años;Salud;Medicina;Medicina;13.0%;95.4%; 15.2 ;97.2%;91.6%;s/i
78;Universidades;Universidad de Talca;6 años;Salud;Nutrición y Dietética;Nutrición y Dietética;0.0%;84.6%; 11.5 ;35.8%;n/a;s/i
78;Universidades;Universidad de Talca;6 años;Salud;Odontología;Odontología;8.3%;91.1%; 15.1 ;79.8%;94.1%;De $1 millón 500 mil a $1 millón 600 mil
78;Universidades;Universidad de Talca;6 años;Ciencias Sociales;Psicología;Psicología;3.2%;89.6%; 12.4 ;81.8%;85.3%;De $900 mil a $1 millón
78;Universidades;Universidad de Talca;6 años;Agropecuaria;Técnico en Vitivinicultura y/o Enología;Tecnología en Vinificación y Enología;6.0%;49.0%; 7.2 ;59.3%;57.3%;s/i
78;Universidades;Universidad de Talca;6 años;Salud;Tecnología Médica;Tecnología Médica;2.3%;85.7%; 13.4 ;76.4%;93.7%;De $1 millón 100 mil a $1 millón 200 mil
80;Universidades;Universidad de Tarapacá;5 años;Agropecuaria;Agronomía;Agronomía;1.3%;77.5%; s/i ;48.1%;69.0%;s/i
80;Universidades;Universidad de Tarapacá;5 años;Ciencias Sociales;Antropología;Antropología;5.0%;73.3%; s/i ;51.5%;77.8%;s/i
80;Universidades;Universidad de Tarapacá;5 años;Salud;Enfermería;Enfermería;0.3%;91.3%; 12.6 ;65.5%;79.4%;De $1 millón 300 mil a $1 millón 400 mil
80;Universidades;Universidad de Tarapacá;5 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;3.6%;87.4%; 14.2 ;61.8%;76.5%;De $1 millón a $1 millón 100 mil
80;Universidades;Universidad de Tarapacá;5 años;Tecnología;Ingeniería Civil Mecánica;Ingeniería Civil Mecánica;3.4%;s/i; s/i ;74.2%;80.0%;De $1 millón 300 mil a $1 millón 400 mil
80;Universidades;Universidad de Tarapacá;5 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;0.0%;76.1%; s/i ;50.0%;63.4%;s/i
80;Universidades;Universidad de Tarapacá;5 años;Administración y Comercio;Ingeniería en Control de Gestión;Ingeniería en Información y Control de Gestión;2.1%;82.1%; s/i ;45.2%;68.9%;De $900 mil a $1 millón
80;Universidades;Universidad de Tarapacá;5 años;Tecnología;Ingeniería en Química;Ingeniería Química Ambiental;0.0%;83.3%; s/i ;55.9%;70.0%;De $1 millón a $1 millón 100 mil
80;Universidades;Universidad de Tarapacá;5 años;Salud;Kinesiología;Kinesiología y Rehabilitación;0.0%;82.5%; 16.0 ;47.3%;61.8%;De $800 mil a $900 mil
80;Universidades;Universidad de Tarapacá;5 años;Humanidades;Licenciatura en Letras y Literatura;Licenciatura en Lenguaje y Comunicación;0.0%;s/i; s/i ;95.1%;100.0%;s/i
80;Universidades;Universidad de Tarapacá;5 años;Salud;Nutrición y Dietética;Nutrición y Dietética;4.8%;73.6%; 14.1 ;46.8%;61.5%;De $900 mil a $1 millón
80;Universidades;Universidad de Tarapacá;5 años;Salud;Obstetricia y Puericultura;Obstetricia y Puericultura;0.0%;93.5%; s/i ;95.0%;90.0%;De $1 millón 200 mil a $1 millón 300 mil
80;Universidades;Universidad de Tarapacá;5 años;Educación;Pedagogía en Educación Básica;Pedagogía en Educación Básica ;0.0%;85.7%; s/i ;95.0%;93.7%;De $600 mil a $700 mil
80;Universidades;Universidad de Tarapacá;5 años;Educación;Pedagogía en Educación de Párvulos;Educación Parvularia;0.0%;88.5%; s/i ;69.4%;82.2%;De $700 mil a $800 mil
80;Universidades;Universidad de Tarapacá;5 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;6.3%;87.9%; s/i ;63.3%;77.6%;De $800 mil a $900 mil
80;Universidades;Universidad de Tarapacá;5 años;Ciencias Sociales;Psicología;Psicología;1.3%;89.6%; 14.5 ;66.5%;76.4%;De $700 mil a $800 mil
80;Universidades;Universidad de Tarapacá;5 años;Salud;Tecnología Médica;Tecnología Médica;0.4%;84.3%; 14.1 ;83.0%;88.3%;De $1 millón 400 mil a $1 millón 500 mil
80;Universidades;Universidad de Tarapacá;5 años;Ciencias Sociales;Trabajo Social;Trabajo Social;1.4%;86.5%; 10.2 ;55.1%;72.7%;De $700 mil a $800 mil
72;Universidades;Universidad de Valparaíso;5 años;Arte y Arquitectura;Actuación y Teatro;Teatro;4.3%;78.1%; s/i ;33.3%;28.9%;s/i
72;Universidades;Universidad de Valparaíso;5 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Administración de Negocios Internacionales;1.7%;s/i; s/i ;75.2%;79.7%;De $1 millón a $1 millón 100 mil
72;Universidades;Universidad de Valparaíso;5 años;Ciencias Sociales;Administración Pública;Administración Pública;3.1%;88.2%; 12.1 ;73.4%;86.0%;De $1 millón 200 mil a $1 millón 300 mil
72;Universidades;Universidad de Valparaíso;5 años;Administración y Comercio;Administración Turística y Hotelera;Administración Hotelera y Gastronómica, y Gestión en Turismo y Cultura;4.9%;82.4%; 12.8 ;53.3%;62.0%;De $700 mil a $800 mil
72;Universidades;Universidad de Valparaíso;5 años;Arte y Arquitectura;Arquitectura;Arquitectura;0.7%;79.4%; 16.0 ;59.0%;69.8%;De $1 millón 100 mil a $1 millón 200 mil
72;Universidades;Universidad de Valparaíso;5 años;Administración y Comercio;Contador Auditor;Auditoría;2.4%;83.1%; 15.0 ;89.9%;94.2%;De $1 millón 300 mil a $1 millón 400 mil
72;Universidades;Universidad de Valparaíso;5 años;Arte y Arquitectura;Diseño;Diseño;2.5%;76.7%; 15.9 ;54.4%;69.4%;De $700 mil a $800 mil
72;Universidades;Universidad de Valparaíso;5 años;Salud;Enfermería;Enfermería;0.9%;87.0%; 11.0 ;72.3%;92.8%;De $1 millón 400 mil a $1 millón 500 mil
72;Universidades;Universidad de Valparaíso;5 años;Salud;Fonoaudiología;Fonoaudiología;0.4%;89.4%; 10.9 ;38.9%;65.3%;De $800 mil a $900 mil
72;Universidades;Universidad de Valparaíso;5 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;1.1%;75.0%; 16.5 ;84.7%;89.7%;De $1 millón 500 mil a $1 millón 600 mil
72;Universidades;Universidad de Valparaíso;5 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;2.1%;82.0%; 13.1 ;79.2%;85.4%;De $1 millón 300 mil a $1 millón 400 mil
72;Universidades;Universidad de Valparaíso;5 años;Tecnología;Ingeniería en Construcción;Ingeniería en Construcción;3.1%;85.4%; 16.9 ;75.0%;89.1%;De $1 millón 100 mil a $1 millón 200 mil
72;Universidades;Universidad de Valparaíso;5 años;Tecnología;Ingeniería en Medio Ambiente;Ingeniería Ambiental;1.6%;63.0%; 14.9 ;62.0%;78.6%;De $1 millón 200 mil a $1 millón 300 mil
72;Universidades;Universidad de Valparaíso;5 años;Salud;Kinesiología;Kinesiología;4.4%;81.0%; 13.5 ;40.7%;72.6%;De $1 millón a $1 millón 100 mil
72;Universidades;Universidad de Valparaíso;5 años;Salud;Medicina;Medicina;21.2%;94.6%; 15.2 ;92.5%;90.9%;Sobre $2 millones 500 mil
72;Universidades;Universidad de Valparaíso;5 años;Salud;Nutrición y Dietética;Nutrición y Dietética;5.0%;78.1%; 12.9 ;43.1%;65.8%;De $800 mil a $900 mil
72;Universidades;Universidad de Valparaíso;5 años;Salud;Obstetricia y Puericultura;Obstetricia y Puericultura;1.9%;84.6%; 11.7 ;96.2%;99.0%;De $1 millón 300 mil a $1 millón 400 mil
72;Universidades;Universidad de Valparaíso;5 años;Salud;Odontología;Odontología;2.9%;86.7%; 16.0 ;72.4%;91.0%;De $1 millón 500 mil a $1 millón 600 mil
72;Universidades;Universidad de Valparaíso;5 años;Educación;Pedagogía en Educación de Párvulos;Educación Parvularia;1.5%;89.8%; 9.6 ;71.9%;78.6%;De $600 mil a $700 mil
72;Universidades;Universidad de Valparaíso;5 años;Educación;Pedagogía en Historia, Geografía y Ciencias Sociales;Pedagogía en Historia y Ciencias Sociales;19.3%;60.3%; s/i ;65.8%;81.2%;De $700 mil a $800 mil
72;Universidades;Universidad de Valparaíso;5 años;Ciencias Sociales;Psicología;Psicología;5.1%;87.9%; 11.7 ;79.3%;88.1%;De $800 mil a $900 mil
72;Universidades;Universidad de Valparaíso;5 años;Salud;Química y Farmacia;Química y Farmacia;7.3%;90.4%; 15.9 ;100.0%;96.4%;De $1 millón 600 mil a $1 millón 700 mil
72;Universidades;Universidad de Valparaíso;5 años;Arte y Arquitectura;Realizador de Cine y Televisión;Cine;9.6%;87.8%; s/i ;30.0%;31.0%;s/i
72;Universidades;Universidad de Valparaíso;5 años;Ciencias Sociales;Sociología;Sociología;7.6%;58.8%; 18.5 ;67.6%;73.7%;De $1 millón a $1 millón 100 mil
72;Universidades;Universidad de Valparaíso;5 años;Salud;Tecnología Médica;Tecnología Médica;3.6%;84.0%; 14.8 ;80.4%;91.4%;De $1 millón 400 mil a $1 millón 500 mil
72;Universidades;Universidad de Valparaíso;5 años;Ciencias Sociales;Trabajo Social;Trabajo Social;1.1%;93.0%; 13.8 ;69.8%;77.1%;De $800 mil a $900 mil
22;Universidades;Universidad de Viña del Mar;3 años;Arte y Arquitectura;Arquitectura;Arquitectura;4.9%;78.4%; s/i ;53.3%;66.2%;De $1 millón a $1 millón 100 mil
22;Universidades;Universidad de Viña del Mar;3 años;Administración y Comercio;Contador Auditor;Contador Auditor;6.0%;81.0%; 8.5 ;61.4%;79.6%;De $700 mil a $800 mil
22;Universidades;Universidad de Viña del Mar;3 años;Salud;Enfermería;Enfermería;0.6%;64.8%; 12.1 ;43.8%;72.9%;De $1 millón 200 mil a $1 millón 300 mil
22;Universidades;Universidad de Viña del Mar;3 años;Salud;Fonoaudiología;Fonoaudiología;0.8%;64.7%; 13.4 ;34.7%;67.4%;De $800 mil a $900 mil
22;Universidades;Universidad de Viña del Mar;3 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;2.8%;50.0%; s/i ;41.2%;77.6%;s/i
22;Universidades;Universidad de Viña del Mar;3 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;1.8%;56.3%; 11.1 ;60.2%;80.2%;De $1 millón 200 mil a $1 millón 300 mil
22;Universidades;Universidad de Viña del Mar;3 años;Salud;Kinesiología;Kinesiología;1.8%;61.8%; 15.0 ;28.9%;53.3%;De $800 mil a $900 mil
22;Universidades;Universidad de Viña del Mar;3 años;Agropecuaria;Medicina Veterinaria;Medicina Veterinaria;0.0%;73.3%; 15.4 ;35.8%;61.2%;De $800 mil a $900 mil
22;Universidades;Universidad de Viña del Mar;3 años;Salud;Nutrición y Dietética;Nutrición y Dietética;1.8%;65.1%; 12.5 ;31.3%;53.0%;s/i
22;Universidades;Universidad de Viña del Mar;3 años;Educación;Pedagogía en Educación Básica;Educación Básica;0.0%;s/i; 8.8 ;77.8%;95.5%;s/i
22;Universidades;Universidad de Viña del Mar;3 años;Educación;Pedagogía en Educación de Párvulos;Educación Parvularia;0.8%;s/i; 9.3 ;59.4%;75.3%;s/i
22;Universidades;Universidad de Viña del Mar;3 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;9.4%;68.9%; 9.1 ;33.1%;54.9%;De $600 mil a $700 mil
22;Universidades;Universidad de Viña del Mar;3 años;Educación;Pedagogía en Historia, Geografía y Ciencias Sociales;Pedagogía en Historia y Ciencias Sociales;1.9%;s/i; s/i ;37.5%;n/a;s/i
22;Universidades;Universidad de Viña del Mar;3 años;Educación;Pedagogía en Idiomas;Pedagogía en Inglés;3.1%;s/i; 9.2 ;40.9%;60.5%;De $600 mil a $700 mil
22;Universidades;Universidad de Viña del Mar;3 años;Ciencias Sociales;Psicología;Psicología;0.9%;64.3%; 11.9 ;51.3%;76.0%;De $700 mil a $800 mil
22;Universidades;Universidad de Viña del Mar;3 años;Salud;Terapia Ocupacional;Terapia Ocupacional;0.0%;82.8%; 13.6 ;57.6%;n/a;s/i
75;Universidades;Universidad del Bío-Bío;5 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería de Ejecución en Administración de Empresas;5.2%;s/i; s/i ;86.8%;92.1%;De $900 mil a $1 millón
75;Universidades;Universidad del Bío-Bío;5 años;Arte y Arquitectura;Arquitectura;Arquitectura;3.0%;71.0%; 17.9 ;74.8%;78.4%;De $1 millón a $1 millón 100 mil
75;Universidades;Universidad del Bío-Bío;5 años;Administración y Comercio;Contador Auditor;Contador Público y Auditor;3.5%;91.9%; 12.2 ;80.7%;86.8%;De $1 millón a $1 millón 100 mil
75;Universidades;Universidad del Bío-Bío;5 años;Arte y Arquitectura;Diseño Gráfico;Diseño Gráfico;1.5%;84.3%; s/i ;33.3%;54.4%;De $600 mil a $700 mil
75;Universidades;Universidad del Bío-Bío;5 años;Salud;Enfermería;Enfermería;1.4%;89.3%; 10.4 ;51.4%;86.3%;De $1 millón 300 mil a $1 millón 400 mil
75;Universidades;Universidad del Bío-Bío;5 años;Salud;Fonoaudiología;Fonoaudiología;0.7%;79.0%; 11.7 ;28.7%;63.7%;De $700 mil a $800 mil
75;Universidades;Universidad del Bío-Bío;5 años;Tecnología;Ingeniería Civil en Computación e Informática;Ingeniería Civil en Informática;3.7%;85.9%; 14.7 ;83.3%;88.5%;De $1 millón 400 mil a $1 millón 500 mil
75;Universidades;Universidad del Bío-Bío;5 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;1.6%;91.7%; 14.9 ;74.7%;87.1%;De $1 millón 300 mil a $1 millón 400 mil
75;Universidades;Universidad del Bío-Bío;5 años;Tecnología;Ingeniería Civil Mecánica;Ingeniería Civil Mecánica;2.5%;78.3%; 15.9 ;67.6%;81.6%;De $1 millón 400 mil a $1 millón 500 mil
75;Universidades;Universidad del Bío-Bío;5 años;Tecnología;Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería;Ingeniería Civil;0.5%;78.5%; 14.3 ;75.7%;94.9%;De $1 millón 400 mil a $1 millón 500 mil
